bootstrap_draw,dimension,label,maximizing_layer,maximum_r,depth_gradient
1336,confidence_continuous,Confidence,16,0.40839525565968693,0.7032478632478633
1337,comprehension_continuous,Comprehension,14,0.4553726334727448,-0.20820512820512818
1337,judgment_continuous,Judgment,4,0.6913121794050904,-0.19999999999999998
1337,evaluation_continuous,Evaluation,12,0.6252766454166923,0.3764102564102564
1337,final_decision_continuous,Final decision,13,0.6005422781270265,0.8386324786324786
1337,confidence_continuous,Confidence,16,0.3493294257123436,0.6157264957264957
1338,comprehension_continuous,Comprehension,13,0.5950743281193098,-0.10564102564102562
1338,judgment_continuous,Judgment,4,0.7134302998849394,-0.01811965811965812
1338,evaluation_continuous,Evaluation,12,0.5804011458488891,0.11794871794871793
1338,final_decision_continuous,Final decision,18,0.6449415392162193,0.7449572649572649
1338,confidence_continuous,Confidence,16,0.4432016518502081,0.7832478632478632
1339,comprehension_continuous,Comprehension,15,0.46939907049041985,-0.22119658119658114
1339,judgment_continuous,Judgment,14,0.6697771944861329,0.14598290598290597
1339,evaluation_continuous,Evaluation,23,0.5365776417606845,0.3524786324786324
1339,final_decision_continuous,Final decision,20,0.5962798179697744,0.8919658119658118
1339,confidence_continuous,Confidence,16,0.43405199679208717,0.7039316239316238
1340,comprehension_continuous,Comprehension,15,0.5592761846400918,0.5671794871794872
1340,judgment_continuous,Judgment,4,0.7111212629125867,0.05709401709401708
1340,evaluation_continuous,Evaluation,7,0.6041269672394951,-0.23350427350427347
1340,final_decision_continuous,Final decision,21,0.6888629173164063,0.8523076923076922
1340,confidence_continuous,Confidence,16,0.439447203386963,0.7264957264957265
1341,comprehension_continuous,Comprehension,0,0.5351264157933663,-0.6116239316239316
1341,judgment_continuous,Judgment,14,0.7289106123491179,-0.15897435897435896
1341,evaluation_continuous,Evaluation,12,0.6300076595946023,0.32307692307692304
1341,final_decision_continuous,Final decision,21,0.6113296562210199,0.6622222222222223
1341,confidence_continuous,Confidence,16,0.44010416226413857,0.7976068376068376
1342,comprehension_continuous,Comprehension,14,0.44788760052731413,0.30529914529914526
1342,judgment_continuous,Judgment,14,0.6820273107621326,-0.011965811965811965
1342,evaluation_continuous,Evaluation,9,0.5485576235416861,0.23555555555555555
1342,final_decision_continuous,Final decision,21,0.6036667591522291,0.8352136752136751
1342,confidence_continuous,Confidence,22,0.42155388311108766,0.8502564102564102
1343,comprehension_continuous,Comprehension,2,0.53678522859122,-0.6574358974358974
1343,judgment_continuous,Judgment,4,0.7564684984966724,-0.3641025641025641
1343,evaluation_continuous,Evaluation,13,0.5887655254559824,0.43384615384615377
1343,final_decision_continuous,Final decision,5,0.6656691183634709,0.1029059829059829
1343,confidence_continuous,Confidence,23,0.47854447247312243,0.768205128205128
1344,comprehension_continuous,Comprehension,0,0.43334560096278685,-0.5856410256410256
1344,judgment_continuous,Judgment,14,0.672908692997517,-0.02017094017094017
1344,evaluation_continuous,Evaluation,9,0.5920601019498488,0.1623931623931624
1344,final_decision_continuous,Final decision,21,0.5837681690457344,0.8509401709401709
1344,confidence_continuous,Confidence,23,0.4165759239809515,0.8844444444444444
1345,comprehension_continuous,Comprehension,15,0.5997231278231521,-0.2854700854700854
1345,judgment_continuous,Judgment,14,0.711878811222966,-0.22598290598290596
1345,evaluation_continuous,Evaluation,11,0.57856949768593,0.29777777777777775
1345,final_decision_continuous,Final decision,16,0.6861563072801191,0.5958974358974359
1345,confidence_continuous,Confidence,16,0.4741853206481088,0.7702564102564102
1346,comprehension_continuous,Comprehension,0,0.5282413221798903,-0.10222222222222223
1346,judgment_continuous,Judgment,4,0.7207578679493941,0.14119658119658116
1346,evaluation_continuous,Evaluation,12,0.6155848316511379,-0.3962393162393162
1346,final_decision_continuous,Final decision,25,0.6187476036210477,0.6505982905982907
1346,confidence_continuous,Confidence,16,0.5022866966779147,0.7894017094017093
1347,comprehension_continuous,Comprehension,0,0.4406689490282886,-0.5993162393162393
1347,judgment_continuous,Judgment,4,0.6254920394158688,-0.4673504273504273
1347,evaluation_continuous,Evaluation,12,0.6519126356040734,0.20136752136752134
1347,final_decision_continuous,Final decision,21,0.575665726480139,0.6321367521367521
1347,confidence_continuous,Confidence,16,0.46164191958870165,0.6663247863247863
1348,comprehension_continuous,Comprehension,15,0.5648505797693255,0.016068376068376067
1348,judgment_continuous,Judgment,5,0.6844090518891909,-0.2622222222222222
1348,evaluation_continuous,Evaluation,7,0.589344823414023,0.2492307692307692
1348,final_decision_continuous,Final decision,21,0.6462858148656371,0.8796581196581197
1348,confidence_continuous,Confidence,16,0.4799894923110775,0.816068376068376
1349,comprehension_continuous,Comprehension,14,0.500783249231327,-0.18837606837606835
1349,judgment_continuous,Judgment,14,0.6788087276430438,-0.2170940170940171
1349,evaluation_continuous,Evaluation,12,0.6406322048608769,-0.1835897435897436
1349,final_decision_continuous,Final decision,20,0.6018898543178135,0.7716239316239316
1349,confidence_continuous,Confidence,16,0.4008584460045654,0.5117948717948718
1350,comprehension_continuous,Comprehension,14,0.4914443498485931,-0.5008547008547009
1350,judgment_continuous,Judgment,14,0.6661830026292261,0.052307692307692305
1350,evaluation_continuous,Evaluation,13,0.5861024651615384,0.17743589743589744
1350,final_decision_continuous,Final decision,19,0.637335927533869,0.6676923076923077
1350,confidence_continuous,Confidence,16,0.36405224382843243,0.615042735042735
1351,comprehension_continuous,Comprehension,14,0.565059900930424,0.010598290598290596
1351,judgment_continuous,Judgment,16,0.731153209478302,0.11316239316239315
1351,evaluation_continuous,Evaluation,14,0.5725179616926229,0.45094017094017086
1351,final_decision_continuous,Final decision,21,0.7070287265085801,0.7675213675213675
1351,confidence_continuous,Confidence,16,0.4825325859668922,0.6758974358974358
1352,comprehension_continuous,Comprehension,15,0.4819278089591868,-0.19931623931623932
1352,judgment_continuous,Judgment,13,0.6980065894125331,-0.26837606837606837
1352,evaluation_continuous,Evaluation,2,0.5801480856271626,-0.4441025641025641
1352,final_decision_continuous,Final decision,25,0.6392590645489894,0.6813675213675212
1352,confidence_continuous,Confidence,15,0.5068262780049487,0.762051282051282
1353,comprehension_continuous,Comprehension,7,0.5780083998214913,-0.7299145299145299
1353,judgment_continuous,Judgment,4,0.724488986281903,-0.5521367521367521
1353,evaluation_continuous,Evaluation,11,0.5983691234890324,0.2246153846153846
1353,final_decision_continuous,Final decision,16,0.6473336480579447,0.20683760683760682
1353,confidence_continuous,Confidence,16,0.4293352786884395,0.6417094017094016
1354,comprehension_continuous,Comprehension,13,0.5852468208486973,-0.2704273504273504
1354,judgment_continuous,Judgment,16,0.7320506065057901,-0.002393162393162393
1354,evaluation_continuous,Evaluation,23,0.6291441092652894,0.5644444444444444
1354,final_decision_continuous,Final decision,20,0.6775964290761993,0.6957264957264957
1354,confidence_continuous,Confidence,16,0.42843808029942443,0.7367521367521367
1355,comprehension_continuous,Comprehension,14,0.547354546021394,0.07623931623931623
1355,judgment_continuous,Judgment,14,0.6819441332614861,0.2909401709401709
1355,evaluation_continuous,Evaluation,12,0.5599305698337752,0.2492307692307692
1355,final_decision_continuous,Final decision,25,0.6595713210006963,0.8208547008547009
1355,confidence_continuous,Confidence,16,0.45106619914692003,0.8071794871794871
1356,comprehension_continuous,Comprehension,14,0.5717990098104877,0.12136752136752137
1356,judgment_continuous,Judgment,4,0.7124371450830059,-0.31897435897435894
1356,evaluation_continuous,Evaluation,12,0.5692593594790221,0.20957264957264954
1356,final_decision_continuous,Final decision,17,0.6621148723071547,0.5302564102564101
1356,confidence_continuous,Confidence,16,0.42845165419238096,0.8584615384615384
1357,comprehension_continuous,Comprehension,13,0.46337882833672905,-0.23487179487179485
1357,judgment_continuous,Judgment,16,0.6465835873729933,-0.06871794871794872
1357,evaluation_continuous,Evaluation,7,0.5598854902271743,0.34769230769230763
1357,final_decision_continuous,Final decision,21,0.5970938431794794,0.7914529914529914
1357,confidence_continuous,Confidence,23,0.427401985904799,0.9193162393162393
1358,comprehension_continuous,Comprehension,13,0.5294927643252401,0.15897435897435896
1358,judgment_continuous,Judgment,18,0.6782708173840013,0.4092307692307692
1358,evaluation_continuous,Evaluation,8,0.5644823139844161,0.2567521367521367
1358,final_decision_continuous,Final decision,24,0.608390944121294,0.8570940170940171
1358,confidence_continuous,Confidence,23,0.38120053787730085,0.76
1359,comprehension_continuous,Comprehension,2,0.5006609241018384,0.016068376068376067
1359,judgment_continuous,Judgment,2,0.6812018185683756,-0.07555555555555556
1359,evaluation_continuous,Evaluation,12,0.5327125364777884,0.347008547008547
1359,final_decision_continuous,Final decision,21,0.5967319447458279,0.4632478632478632
1359,confidence_continuous,Confidence,23,0.37206123093649396,0.8652991452991453
1360,comprehension_continuous,Comprehension,14,0.4989437141303833,-0.4789743589743589
1360,judgment_continuous,Judgment,14,0.6574267968662183,-0.10358974358974359
1360,evaluation_continuous,Evaluation,12,0.5823411670862988,0.0441025641025641
1360,final_decision_continuous,Final decision,18,0.59467439867174,0.859145299145299
1360,confidence_continuous,Confidence,16,0.4344544907511422,0.8092307692307692
1361,comprehension_continuous,Comprehension,14,0.5867031289040711,-0.19726495726495727
1361,judgment_continuous,Judgment,14,0.732830701827258,-0.11042735042735041
1361,evaluation_continuous,Evaluation,8,0.5637201849132502,0.15829059829059827
1361,final_decision_continuous,Final decision,18,0.6862873209020602,0.6335042735042735
1361,confidence_continuous,Confidence,15,0.4046912904458709,0.6895726495726495
1362,comprehension_continuous,Comprehension,15,0.5108877395898808,-0.17128205128205126
1362,judgment_continuous,Judgment,4,0.6711577522743484,-0.050940170940170934
1362,evaluation_continuous,Evaluation,13,0.6003576550457237,0.24307692307692305
1362,final_decision_continuous,Final decision,21,0.6230780226998321,0.6567521367521366
1362,confidence_continuous,Confidence,16,0.45239171686675833,0.8003418803418804
1363,comprehension_continuous,Comprehension,13,0.45151125793435903,-0.16444444444444445
1363,judgment_continuous,Judgment,5,0.6556788458163281,-0.30461538461538457
1363,evaluation_continuous,Evaluation,13,0.6066347661464577,0.4694017094017094
1363,final_decision_continuous,Final decision,19,0.5584146870142879,0.5562393162393161
1363,confidence_continuous,Confidence,16,0.42453040684306165,0.7449572649572649
1364,comprehension_continuous,Comprehension,14,0.5440851956272157,-0.44136752136752133
1364,judgment_continuous,Judgment,18,0.6960617224912905,0.26427350427350427
1364,evaluation_continuous,Evaluation,9,0.5866835215206713,0.34222222222222215
1364,final_decision_continuous,Final decision,21,0.6781126140220703,0.8748717948717948
1364,confidence_continuous,Confidence,23,0.467733189724898,0.8933333333333332
1365,comprehension_continuous,Comprehension,14,0.5472188629871072,-0.5678632478632477
1365,judgment_continuous,Judgment,14,0.6959345768278233,-0.10222222222222223
1365,evaluation_continuous,Evaluation,13,0.5990601830353877,0.42837606837606834
1365,final_decision_continuous,Final decision,25,0.6470396953137268,0.6198290598290598
1365,confidence_continuous,Confidence,16,0.41198269208718763,0.6642735042735042
1366,comprehension_continuous,Comprehension,0,0.4688477309464842,-0.5418803418803418
1366,judgment_continuous,Judgment,14,0.7184869054281696,-0.3627350427350427
1366,evaluation_continuous,Evaluation,8,0.6177778320428895,0.174017094017094
1366,final_decision_continuous,Final decision,16,0.6245904243125462,0.26905982905982906
1366,confidence_continuous,Confidence,16,0.4196503232378038,0.71008547008547
1367,comprehension_continuous,Comprehension,14,0.5515965048561027,0.17196581196581195
1367,judgment_continuous,Judgment,14,0.7485728471715549,-0.22940170940170937
1367,evaluation_continuous,Evaluation,8,0.5969259300141302,0.26153846153846155
1367,final_decision_continuous,Final decision,21,0.6796907752603526,0.6601709401709401
1367,confidence_continuous,Confidence,23,0.4330219508587977,0.7497435897435897
1368,comprehension_continuous,Comprehension,15,0.48632469609453705,-0.33128205128205124
1368,judgment_continuous,Judgment,5,0.6743290908989319,-0.02222222222222222
1368,evaluation_continuous,Evaluation,7,0.5742538356314969,0.2854700854700854
1368,final_decision_continuous,Final decision,21,0.644490180637992,0.8112820512820512
1368,confidence_continuous,Confidence,15,0.42357888296548113,0.7517948717948718
1369,comprehension_continuous,Comprehension,13,0.5185961418528067,-0.362051282051282
1369,judgment_continuous,Judgment,13,0.6928170464324871,-0.3135042735042735
1369,evaluation_continuous,Evaluation,23,0.5446841773779842,0.6027350427350426
1369,final_decision_continuous,Final decision,21,0.6157431441243482,0.6252991452991452
1369,confidence_continuous,Confidence,16,0.397270649669736,0.6362393162393162
1370,comprehension_continuous,Comprehension,13,0.5894324404039791,0.094017094017094
1370,judgment_continuous,Judgment,16,0.713378382884816,-0.2417094017094017
1370,evaluation_continuous,Evaluation,9,0.5760989368687046,-0.13777777777777778
1370,final_decision_continuous,Final decision,23,0.6581679552822404,0.7312820512820513
1370,confidence_continuous,Confidence,16,0.45023447389643556,0.6717948717948717
1371,comprehension_continuous,Comprehension,13,0.5221340901219523,-0.15145299145299143
1371,judgment_continuous,Judgment,16,0.7340447860841782,-0.06461538461538462
1371,evaluation_continuous,Evaluation,10,0.5992133009504469,0.21230769230769228
1371,final_decision_continuous,Final decision,18,0.6107847223197759,0.7087179487179487
1371,confidence_continuous,Confidence,16,0.48309919419166814,0.7894017094017093
1372,comprehension_continuous,Comprehension,14,0.4831437465616929,0.6116239316239316
